-46,-26,-8,0
-7,6,19,0
-53,14,-40,0
30,-19,-44,0
8,-8,-27,0
-20,-8,-14,0
-25,-76,8,0
14,-6,-47,0
-3,-11,-46,0
-70,31,-7,0
-28,-69,20,0
37,-20,-6,0
-8,-37,8,0
24,-50,-4,0
7,-18,-10,0
28,-21,1,0
-59,-53,-38,0
66,-42,6,0
11,38,-63,0
-80,28,-6,0
-4,39,-20,0
69,76,-51,0
-39,6,13,0
-35,-26,-61,0
-8,45,-15,0
-58,-20,50,0
-12,-41,-65,0
89,-22,-20,0
29,7,-9,0
21,-37,-4,0
-32,-72,6,0
-4,-47,-29,0
-17,45,-11,0
49,-6,47,0
-36,-73,26,0
5,-44,33,0
-12,-14,-11,0
24,-49,-104,0
8,-4,-23,0
-61,17,33,0
-43,23,47,0
-16,-37,32,0
-24,33,2,0
79,-27,29,0
-12,-34,11,0
49,-27,-44,0
-10,65,35,0
-75,-41,3,0
-11,13,33,0
-76,-37,-68,0
-22,-10,-79,0
-21,65,31,0
-116,17,-42,0
-23,15,-10,0
-6,-3,60,0
38,-41,-2,0
-1,-70,38,0
-1,-29,-22,0
-24,-28,-23,0
13,5,-92,0
-12,-9,-36,0
-13,-16,82,0
-38,13,6,0
-25,-25,-19,0
-27,-39,-36,0
-7,27,18,0
12,13,-40,0
-82,28,18,0
-10,26,-4,0
7,-33,52,0
-15,-3,16,0
15,24,-54,0
-73,10,-11,0
-51,-36,32,0
10,17,-33,0
1,-18,-11,0
48,-56,47,0
-66,46,-66,0
-2,-48,39,0
-16,-34,15,0
72,-79,-25,0
-29,-77,35,0
-81,4,-23,0
-38,-19,23,0
38,9,30,0
18,-22,-15,0
2,-7,79,0
-20,-57,-56,0
27,-42,39,0
45,56,-2,0
-22,-5,27,0
4,-78,26,0
-42,5,-25,0
-105,-6,-20,0
43,39,56,0
-5,42,-3,0
28,26,-21,0
-4,-59,-46,0
-53,32,-44,0
5,-36,-13,0
-54,53,60,0
34,-44,58,0
17,-14,12,0
7,18,-37,0
30,-20,18,0
18,0,47,0
-22,64,-79,0
-38,35,1,0
67,12,-31,0
-14,-15,-14,0
67,4,-33,0
-7,-46,-19,0
-43,-20,-33,0
-74,-12,10,0
-22,-47,-10,0
7,3,-7,0
4,-63,-16,0
-3,-43,-12,0
-8,1,-11,0
39,-17,34,0
31,-26,0,0
2,41,76,0
-23,-29,-20,0
25,-58,22,0
12,39,36,0
35,3,29,0
-20,15,-35,0
-23,67,-24,0
25,-43,25,0
52,-66,15,0
62,-18,-79,0
22,4,-54,0
-88,17,9,0
-15,-18,-12,0
-69,-41,-40,0
1,3,-24,0
-27,46,2,0
3,-15,40,0
32,-29,18,0
-11,-9,-41,0
-45,-24,-46,0
25,-54,-28,0
-22,-39,-64,0
-32,-25,-21,0
-33,26,-41,0
27,5,-68,0
41,10,6,0
15,4,50,0
26,-50,-37,0
-67,57,-9,0
20,-44,-33,0
60,-13,-42,0
-14,-20,45,0
38,4,55,0
-47,12,-15,0
26,-5,27,0
20,-1,54,0
-18,-28,-30,0
10,50,-45,0
12,29,-41,0
-1,-24,-8,0
-2,-32,2,0
15,-73,21,0
-1,13,17,0
-43,-11,19,0
-21,-20,-33,0
0,-17,21,0
-34,54,18,0
-30,-21,11,0
-24,14,-23,0
-43,-28,5,0
28,34,20,0
-34,37,-47,0
92,59,118,0
-50,23,-68,0
-32,-12,4,0
59,-68,31,0
0,37,-17,0
30,-34,-2,0
-28,71,23,0
29,49,-54,0
32,-56,46,0
20,-1,-13,0
8,-15,-14,0
23,-9,2,0
20,-25,19,0
-50,13,-64,0
5,32,-17,0
4,11,0,0
50,7,-39,0
12,46,16,0
27,-31,-44,0
-17,-1,-7,0
-12,21,-39,0
16,38,7,0
-7,16,11,0
-77,-12,37,0
-11,116,-6,0
13,-31,10,0
-25,22,-38,0
-12,2,-38,0
-23,62,0,0
0,8,67,0
-74,27,52,0
-22,33,-18,0
0,-35,-27,0
40,-11,13,0
-22,-34,12,0
-72,-39,18,0
-23,61,5,0
-18,-20,3,0
-8,4,49,0
9,18,42,0
9,-18,-88,0
-25,15,-32,0
-96,-60,21,0
-34,-38,-3,0
-4,45,-17,0
-52,28,12,0
-41,30,-76,0
30,-35,-2,0
16,2,-81,0
47,87,-11,0
-10,28,-14,0
-11,-19,24,0
43,-32,3,0
-24,-17,-60,0
-43,21,21,0
-29,27,13,0
2,10,-7,0
-15,-11,-86,0
44,-106,-34,0
3,29,-36,0
-26,-72,-67,0
-19,20,3,0
20,-45,47,0
-36,92,26,0
-24,-54,42,0
5,28,-16,0
-12,-19,39,0
18,31,-61,0
43,-8,-28,0
10,-40,29,0
-47,-33,17,0
-48,28,34,0
30,22,-13,0
-25,-43,-26,0
5,-24,63,0
57,-12,-53,0
23,31,-117,0
-9,-32,13,0
-61,-48,-12,0
-69,19,-48,0
3,20,-48,0
8,-5,-22,0
47,34,-37,0
-37,38,-4,0
-40,40,61,0
1,20,-113,0
-2,-7,18,0
-25,-28,13,0
17,9,-34,0
28,-38,-37,0
-32,-7,-34,0
-62,48,8,0
32,-19,-41,0
-38,-4,-33,0
3,-16,82,0
-13,0,-12,0
8,12,3,0
4,-15,38,0
-40,82,8,0
-56,2,-24,0
20,-31,-30,0
4,12,-22,0
13,-15,-91,0
-19,-4,42,0
41,-45,-5,0
4,-55,-44,0
-25,-3,-29,0
63,36,-66,0
-128,-61,-70,0
15,8,23,0
2,-5,8,0
-3,-57,-64,0
20,-9,1,0
-37,-65,-44,0
33,51,38,0
22,4,1,0
-27,-22,-15,0
-15,-54,52,0
59,53,9,0
-27,-42,3,0
-30,12,58,0
-48,-14,-16,0
-30,-53,-100,0
39,-16,71,0
48,54,-9,0
-74,-9,42,0
26,-12,4,0
-50,51,-18,0
-22,11,-30,0
-6,-29,44,0
-70,-24,-23,0
-4,44,18,0
-42,-25,21,0
65,71,34,0
23,-58,-15,0
91,-11,-37,0
38,62,-17,0
27,-27,16,0
22,-10,0,0
-76,12,0,0
28,48,-24,0
-96,-1,-12,0
-98,-8,-40,0
6,15,8,0
-92,11,54,0
35,8,-30,0
23,-45,-53,0
-7,-32,-40,0
-45,19,-25,0
7,13,-8,0
-50,6,-11,0
-45,-56,12,0
-54,1,-112,0
-40,8,58,0
-32,6,-6,0
41,20,5,0
-2,-28,6,0
-33,43,86,0
59,-8,51,0
-14,-24,9,0
19,-39,10,0
-20,51,-36,0
-47,-40,-60,0
-93,26,0,0
12,-8,-7,0
-10,-50,-113,0
-25,5,-50,0
-23,1,-71,0
-85,-1,-61,0
79,-49,18,0
-8,-56,-65,0
16,-59,17,0
44,-16,24,0
-54,-35,-20,0
32,72,-3,0
21,-21,40,0
1,-21,76,0
17,-21,-10,0
-23,-22,59,0
-43,32,-42,0
-64,-31,23,0
-31,-32,4,0
-16,-54,34,0
-46,-10,-35,0
-94,-22,-40,0
49,23,-79,0
30,-52,-62,0
49,-47,22,0
-7,-26,-35,0
-48,21,19,0
19,-44,-34,0
64,-50,90,0
43,17,50,0
-43,71,-6,0
20,6,-16,0
26,-10,12,0
6,-2,-35,0
-71,32,-42,0
-87,-83,0,0
-64,-28,-51,0
-5,-12,18,0
11,-76,-33,0
12,-8,22,0
19,-71,23,0
7,23,-71,0
-10,-23,-42,0
30,-12,-38,0
-38,-43,24,0
-28,-39,-45,0
-23,-33,-8,0
-57,-14,-3,0
51,-5,-32,0
72,-13,-2,0
15,42,-5,0
-25,-10,-2,0
-9,-20,-22,0
-67,22,37,0
-11,-50,-98,0
-22,77,6,0
21,11,20,0
36,-17,-25,0
11,-8,3,0
40,-21,-33,0
22,-12,-27,0
-47,15,24,0
-30,22,-60,0
-44,-64,-53,0
80,-67,-7,0
-35,-12,-9,0
-13,-41,10,0
2,-60,21,0
-36,-36,33,0
-9,-45,51,0
-14,6,2,0
22,67,-1,0
-52,-84,-53,0
30,11,-23,0
3,13,25,0
