-26,40,-23,11
17,4,7,-23
-18,13,6,42
-22,15,-71,68
-31,15,-35,-34
0,-46,66,-12
-29,29,33,15
-42,6,0,0
-11,-25,7,-27
35,-4,-7,-22
14,69,-30,24
41,-17,63,-6
-22,41,-64,48
-20,-35,25,28
3,13,10,-31
-12,45,0,0
-19,33,-15,-21
-6,24,15,-32
-44,9,1,-34
69,-27,9,-13
32,43,19,47
-4,12,62,-25
23,-8,-7,27
49,-78,0,0
1,50,-46,4
-7,36,8,15
-6,43,-22,-10
39,15,-36,52
-20,40,-21,-33
42,42,7,28
-12,19,11,26
-19,12,0,0
41,30,-2,7
-53,46,-10,-1
-38,-1,7,-4
-44,-25,26,15
-6,-25,-43,43
36,-38,8,48
-37,43,-8,-5
50,-16,0,0
16,14,-20,-57
52,-48,34,-72
29,-68,-18,40
-49,60,-19,-31
54,-22,21,-24
-34,40,-12,48
-33,-4,11,-10
4,-17,0,0
25,-5,-47,27
-10,13,29,1
26,-18,-23,14
-39,27,-34,59
31,-17,3,-52
50,-16,-1,28
21,-53,-7,-23
47,-13,0,0
-49,55,-21,9
-16,15,-34,-3
12,3,24,6
-14,-9,-23,0
7,-30,70,49
-34,35,7,22
1,-18,17,30
-11,1,0,0
-49,30,-36,1
3,-41,62,-3
-26,-31,-22,23
31,-25,19,-36
-26,54,-9,-4
-36,18,7,-96
36,-56,-40,33
-57,96,0,0
9,4,8,6
3,-22,40,-15
-2,-21,-3,10
-7,-49,36,-10
72,-53,40,6
14,41,-11,93
-35,-44,41,-56
16,-14,0,0
23,-17,-2,-23
29,55,4,4
27,21,29,43
-40,-16,-17,13
-102,18,-26,-12
66,-50,68,28
-5,43,51,-13
-3,39,0,0
-52,-18,12,-39
49,-63,15,-6
24,1,65,-21
21,44,11,33
-21,27,-28,38
-29,5,31,-22
61,-17,-20,-22
48,-6,0,0
7,57,-42,42
-71,40,-43,-48
11,-39,54,-38
-25,2,-12,-21
75,-21,20,63
49,39,-32,-1
-8,-29,-5,4
34,-57,0,0
26,-53,59,-14
49,23,-22,65
-65,12,39,-2
-23,-62,-22,9
-50,-35,52,-1
41,18,14,30
-9,14,-49,28
15,70,0,0
25,-29,-4,-18
-21,3,16,31
35,36,-23,3
-52,35,14,31
-16,8,-6,27
-41,-5,-9,16
34,-21,-42,-49
21,-13,0,0
38,-88,43,-25
-11,18,-18,-4
69,-35,8,78
36,-45,54,-23
-3,5,53,0
11,-17,-7,-7
-39,23,3,39
28,-34,0,0
15,-8,28,-42
13,3,22,1
11,-1,26,-2
-25,0,6,-17
-8,20,-85,47
-27,22,3,3
33,-42,22,-7
35,25,0,0
7,11,21,-40
4,-36,-4,-7
-12,4,28,-33
76,-28,4,-10
-25,-26,25,37
-6,-15,20,3
-24,-24,34,1
-31,-27,0,0
18,-3,-16,12
-12,20,-66,57
-73,25,-20,-21
22,-38,14,2
26,-77,74,-70
43,-34,80,-5
-17,-37,41,3
-57,68,0,0
8,-4,-49,29
-38,2,-17,51
-31,25,-31,10
5,-7,40,2
25,1,25,7
-17,6,-23,2
66,19,15,-3
31,8,0,0
4,-15,-45,-7
10,5,-34,27
47,-29,-4,8
12,-9,-35,18
3,-16,2,6
21,-60,19,29
-6,-91,-20,81
-24,-1,0,0
35,20,-62,88
-14,8,30,-4
47,-66,52,-35
87,56,20,-2
-43,44,-45,12
2,3,8,16
-17,-18,25,-34
1,1,0,0
