-26,20,38,55
-4,27,-13,12
52,1,37,-33
40,19,-29,-28
-71,-27,-42,-29
-26,-31,-33,53
-23,-16,7,4
-24,10,-43,-18
50,-3,33,52
11,-60,-37,25
15,-4,9,-59
-33,11,-3,53
17,0,-5,-31
-36,-53,-5,-46
-1,-50,29,-25
4,-30,2,-66
-44,20,-40,48
10,24,-1,-11
7,48,10,-69
-77,31,-28,24
-24,-10,-23,10
-23,43,8,57
-25,48,0,4
12,15,34,48
-18,16,43,29
9,-10,-1,-6
-23,4,29,-4
13,-28,-1,-4
33,20,16,-18
34,45,-10,31
6,-9,-4,13
0,12,2,-16
-16,-26,68,-56
42,19,-76,-43
48,-34,-76,22
-5,-82,-29,49
-22,-15,39,-50
-25,19,-66,-8
-10,8,39,-19
15,-6,-91,-29
2,27,3,-3
-53,-10,9,-17
-71,54,39,19
29,49,10,35
-36,-2,23,-34
68,-52,-48,-5
1,-54,-5,-12
-78,0,-34,19
-31,54,3,33
11,-1,-119,44
7,-89,-47,23
15,0,50,-36
-58,20,2,18
-9,-16,58,13
-35,-83,-29,48
-26,21,39,7
-33,57,-18,-12
-34,-4,-11,24
1,48,26,-21
-8,-27,-93,18
0,-25,-16,-17
-91,20,63,-4
45,-31,30,17
-46,15,-46,36
27,50,29,33
48,13,-19,38
66,-33,13,16
-48,-18,-11,-16
-38,-5,12,32
-12,5,-18,63
-4,-68,-24,-16
45,-57,24,15
-29,-31,-13,-6
-39,-39,-33,-62
45,22,-26,5
29,-22,-42,-30
-3,1,30,-28
-60,-27,-50,12
33,-25,-31,-56
-22,2,-66,11
4,-64,-13,25
15,40,-15,-66
-41,27,-64,68
-10,-25,8,35
-42,-49,-3,9
19,29,-5,38
-34,37,100,-9
6,-16,-10,-15
59,-7,-24,-48
-8,-11,48,16
-11,-11,-34,-41
-5,-4,-25,21
39,-5,-9,-19
-25,7,35,-10
66,0,-63,-4
-56,6,58,-65
7,-2,-45,-14
-10,25,-7,7
-26,-14,23,-28
-27,14,38,3
13,69,48,21
-6,-4,79,-8
35,-36,-42,-53
-35,22,29,-1
-33,-23,18,27
-4,8,0,11
13,-11,-62,22
15,-35,-31,82
-7,-21,16,28
-17,-25,-22,-47
-9,6,-7,-28
-22,19,-34,29
-35,-18,49,-33
5,-3,-7,-60
14,-12,2,9
41,20,-16,17
71,-25,-5,27
69,-24,29,-50
-14,-16,-40,-21
-17,-20,-18,53
-30,-8,-23,1
36,62,16,-11
53,-7,73,-20
24,-83,-71,-66
7,5,-57,-29
-55,-16,-7,-21
41,32,-26,-26
22,17,-35,3
-5,-77,12,58
-17,22,2,44
-45,12,25,1
31,6,3,-23
63,6,-45,44
31,-37,-13,-17
29,-21,-22,63
-6,44,60,28
-95,-39,-64,-37
54,-4,46,-58
-22,4,-10,-3
-50,-19,-22,-20
-53,27,-6,-16
41,2,20,23
-50,-18,-11,-35
1,2,-11,72
-64,37,38,82
-49,49,50,-5
83,39,-5,-4
48,-27,-9,30
-19,-30,51,-18
-6,3,-21,0
-20,45,22,31
-37,-44,-35,-24
45,-24,-13,-23
-35,-52,-48,57
43,2,-11,3
-2,28,-12,0
25,22,-23,-37
45,-29,-10,-66
4,-69,62,-15
28,-83,-68,-43
-12,7,-27,24
21,-16,56,18
3,49,-6,-68
7,15,-18,-16
17,-41,30,-12
13,4,-15,7
-42,62,13,49
-74,19,-30,28
10,-24,-3,3
-43,-50,-30,-6
-18,-73,33,9
-31,-12,-11,9
-14,-63,-48,-49
9,-7,-11,55
-12,22,-29,-10
-16,66,9,-4
70,10,-19,32
45,-33,42,-53
-13,20,15,38
21,-7,43,-14
-19,1,4,3
-12,-8,-52,26
-22,-60,-63,-39
33,8,7,-19
-31,-35,13,19
30,-34,-32,18
-15,22,1,23
-88,-16,-55,-6
38,-22,-15,-24
-21,56,-9,22
7,35,46,6
44,24,0,28
-6,-15,-14,30
43,45,-36,-40
30,33,18,-7
24,-29,-14,-11
41,23,-64,14
-45,-32,11,5
15,7,14,-15
-19,-21,3,-21
24,-48,44,-9
-32,6,3,37
-40,-4,29,-20
24,29,30,-4
-44,-67,-51,19
11,21,7,-49
-6,32,-41,-40
9,40,17,-83
-18,-12,-11,-14
-29,-64,-39,-37
1,18,-5,-11
36,28,11,80
-24,-1,-59,31
-34,-26,23,35
28,70,-43,17
14,9,53,-66
69,51,-19,-22
29,-36,27,21
-83,-72,-31,-3
-27,-9,23,39
-14,-37,-61,0
43,24,-10,-38
9,19,-7,-27
30,-28,-84,34
-68,-48,2,-39
-13,26,48,-59
18,-8,-55,-1
-13,0,60,-26
32,-19,-3,37
9,28,-13,15
-24,22,62,21
43,19,23,39
-25,-48,32,-51
9,-49,49,-12
19,-4,-23,30
3,-1,13,-37
53,9,-45,29
47,-12,-24,-40
-47,-27,-72,4
8,-57,-20,8
-4,-2,-11,0
59,1,-37,-25
12,-10,35,30
12,-30,-30,-33
1,52,16,-2
6,18,34,-27
62,-24,-37,-23
22,-49,10,-10
-25,-47,37,-12
-25,-18,-67,10
7,43,-84,-6
37,-54,41,16
23,6,-72,-49
12,15,-4,-2
15,-46,-18,34
-8,2,5,12
36,-6,-17,-2
